coicop,unit,geotime,date,value
CP08,I15,DE,2018-08-01,97
CP08,I15,DE,2018-09-01,97
CP08,I15,DK,2017-10-01,87
CP08,I15,DK,2017-11-01,86
CP08,I15,DK,2017-12-01,86
CP08,I15,DK,2018-01-01,86
CP08,I15,DK,2018-02-01,87
CP08,I15,DK,2018-03-01,85
CP08,I15,DK,2018-04-01,85
CP08,I15,DK,2018-05-01,86
CP08,I15,DK,2018-06-01,86
CP08,I15,DK,2018-07-01,85
CP08,I15,DK,2018-08-01,85
CP08,I15,DK,2018-09-01,85
CP08,I15,EA,2017-10-01,98
CP08,I15,EA,2017-11-01,98
CP08,I15,EA,2017-12-01,98
CP08,I15,EA,2018-01-01,98
CP08,I15,EA,2018-02-01,98
CP08,I15,EA,2018-03-01,98
CP08,I15,EA,2018-04-01,98
CP08,I15,EA,2018-05-01,98
CP08,I15,EA,2018-06-01,97
CP08,I15,EA,2018-07-01,97
CP08,I15,EA,2018-08-01,97
CP08,I15,EA,2018-09-01,97
CP08,I15,EA18,2017-10-01,98
CP08,I15,EA18,2017-11-01,98
CP08,I15,EA18,2017-12-01,98
CP08,I15,EA18,2018-01-01,98
CP08,I15,EA18,2018-02-01,98
CP08,I15,EA18,2018-03-01,98
CP08,I15,EA18,2018-04-01,98
CP08,I15,EA18,2018-05-01,98
CP08,I15,EA18,2018-06-01,97
CP08,I15,EA18,2018-07-01,97
CP08,I15,EA18,2018-08-01,97
CP08,I15,EA18,2018-09-01,97
CP08,I15,EA19,2017-10-01,98
CP08,I15,EA19,2017-11-01,98
CP08,I15,EA19,2017-12-01,98
CP08,I15,EA19,2018-01-01,98
CP08,I15,EA19,2018-02-01,98
CP08,I15,EA19,2018-03-01,98
CP08,I15,EA19,2018-04-01,98
CP08,I15,EA19,2018-05-01,98
CP08,I15,EA19,2018-06-01,97
CP08,I15,EA19,2018-07-01,97
CP08,I15,EA19,2018-08-01,97
CP08,I15,EA19,2018-09-01,97
CP08,I15,EE,2017-10-01,92
CP08,I15,EE,2017-11-01,93
CP08,I15,EE,2017-12-01,92
CP08,I15,EE,2018-01-01,92
CP08,I15,EE,2018-02-01,92
CP08,I15,EE,2018-03-01,92
CP08,I15,EE,2018-04-01,92
CP08,I15,EE,2018-05-01,90
CP08,I15,EE,2018-06-01,90
CP08,I15,EE,2018-07-01,89
CP08,I15,EE,2018-08-01,89
CP08,I15,EE,2018-09-01,89
CP08,I15,EL,2017-10-01,102
CP08,I15,EL,2017-11-01,102
CP08,I15,EL,2017-12-01,102
CP08,I15,EL,2018-01-01,102
CP08,I15,EL,2018-02-01,102
CP08,I15,EL,2018-03-01,102
CP08,I15,EL,2018-04-01,105
CP08,I15,EL,2018-05-01,105
CP08,I15,EL,2018-06-01,105
CP08,I15,EL,2018-07-01,105
CP08,I15,EL,2018-08-01,106
CP08,I15,EL,2018-09-01,106
CP08,I15,ES,2017-10-01,104
CP08,I15,ES,2017-11-01,104
CP08,I15,ES,2017-12-01,103
CP08,I15,ES,2018-01-01,103
CP08,I15,ES,2018-02-01,105
CP08,I15,ES,2018-03-01,105
CP08,I15,ES,2018-04-01,106
CP08,I15,ES,2018-05-01,107
CP08,I15,ES,2018-06-01,106
CP08,I15,ES,2018-07-01,106
CP08,I15,ES,2018-08-01,106
CP08,I15,ES,2018-09-01,106
CP08,I15,EU,2017-10-01,98
CP08,I15,EU,2017-11-01,98
CP08,I15,EU,2017-12-01,98
CP08,I15,EU,2018-01-01,98
CP08,I15,EU,2018-02-01,98
CP08,I15,EU,2018-03-01,98
CP08,I15,EU,2018-04-01,98
CP08,I15,EU,2018-05-01,98
CP08,I15,EU,2018-06-01,98
CP08,I15,EU,2018-07-01,98
CP08,I15,EU,2018-08-01,98
CP08,I15,EU,2018-09-01,97
CP08,I15,EU28,2017-10-01,98
CP08,I15,EU28,2017-11-01,98
CP08,I15,EU28,2017-12-01,98
CP08,I15,EU28,2018-01-01,98
CP08,I15,EU28,2018-02-01,98
CP08,I15,EU28,2018-03-01,98
CP08,I15,EU28,2018-04-01,98
CP08,I15,EU28,2018-05-01,98
CP08,I15,EU28,2018-06-01,98
CP08,I15,EU28,2018-07-01,98
CP08,I15,EU28,2018-08-01,98
CP08,I15,EU28,2018-09-01,97
CP08,I15,FI,2017-10-01,99
CP08,I15,FI,2017-11-01,98
CP08,I15,FI,2017-12-01,98
CP08,I15,FI,2018-01-01,97
CP08,I15,FI,2018-02-01,97
CP08,I15,FI,2018-03-01,97
CP08,I15,FI,2018-04-01,96
CP08,I15,FI,2018-05-01,96
CP08,I15,FI,2018-06-01,96
CP08,I15,FI,2018-07-01,95
CP08,I15,FI,2018-08-01,95
CP08,I15,FI,2018-09-01,95
CP08,I15,FR,2017-10-01,95
CP08,I15,FR,2017-11-01,96
CP08,I15,FR,2017-12-01,96
CP08,I15,FR,2018-01-01,96
CP08,I15,FR,2018-02-01,96
CP08,I15,FR,2018-03-01,96
CP08,I15,FR,2018-04-01,96
CP08,I15,FR,2018-05-01,96
CP08,I15,FR,2018-06-01,95
CP08,I15,FR,2018-07-01,95
CP08,I15,FR,2018-08-01,93
CP08,I15,FR,2018-09-01,92
CP08,I15,HR,2017-10-01,95
CP08,I15,HR,2017-11-01,96
CP08,I15,HR,2017-12-01,96
CP08,I15,HR,2018-01-01,96
CP08,I15,HR,2018-02-01,96
CP08,I15,HR,2018-03-01,96
CP08,I15,HR,2018-04-01,96
CP08,I15,HR,2018-05-01,96
CP08,I15,HR,2018-06-01,96
CP08,I15,HR,2018-07-01,96
CP08,I15,HR,2018-08-01,95
CP08,I15,HR,2018-09-01,95
CP08,I15,HU,2017-10-01,97
CP08,I15,HU,2017-11-01,96
CP08,I15,HU,2017-12-01,96
CP08,I15,HU,2018-01-01,92
CP08,I15,HU,2018-02-01,93
CP08,I15,HU,2018-03-01,92
CP08,I15,HU,2018-04-01,92
CP08,I15,HU,2018-05-01,92
CP08,I15,HU,2018-06-01,92
CP08,I15,HU,2018-07-01,92
CP08,I15,HU,2018-08-01,92
CP08,I15,HU,2018-09-01,92
CP08,I15,IE,2017-10-01,98
CP08,I15,IE,2017-11-01,98
CP08,I15,IE,2017-12-01,97
CP08,I15,IE,2018-01-01,98
CP08,I15,IE,2018-02-01,98
CP08,I15,IE,2018-03-01,98
CP08,I15,IE,2018-04-01,98
CP08,I15,IE,2018-05-01,98
CP08,I15,IE,2018-06-01,98
CP08,I15,IE,2018-07-01,97
CP08,I15,IE,2018-08-01,97
CP08,I15,IE,2018-09-01,97
CP08,I15,IS,2017-10-01,70
CP08,I15,IS,2017-11-01,70
CP08,I15,IS,2017-12-01,71
CP08,I15,IS,2018-01-01,71
CP08,I15,IS,2018-02-01,70
CP08,I15,IS,2018-03-01,70
CP08,I15,IS,2018-04-01,69
CP08,I15,IS,2018-05-01,69
CP08,I15,IS,2018-06-01,68
CP08,I15,IS,2018-07-01,66
CP08,I15,IS,2018-08-01,66
CP08,I15,IS,2018-09-01,65
CP08,I15,IT,2017-10-01,97
CP08,I15,IT,2017-11-01,97
CP08,I15,IT,2017-12-01,97
CP08,I15,IT,2018-01-01,97
CP08,I15,IT,2018-02-01,96
CP08,I15,IT,2018-03-01,96
CP08,I15,IT,2018-04-01,96
CP08,I15,IT,2018-05-01,95
CP08,I15,IT,2018-06-01,94
CP08,I15,IT,2018-07-01,94
CP08,I15,IT,2018-08-01,94
CP08,I15,IT,2018-09-01,94
CP08,I15,LT,2017-10-01,95
CP08,I15,LT,2017-11-01,95
CP08,I15,LT,2017-12-01,95
CP08,I15,LT,2018-01-01,95
CP08,I15,LT,2018-02-01,94
CP08,I15,LT,2018-03-01,94
CP08,I15,LT,2018-04-01,94
CP08,I15,LT,2018-05-01,94
CP08,I15,LT,2018-06-01,94
CP08,I15,LT,2018-07-01,94
CP08,I15,LT,2018-08-01,94
CP08,I15,LT,2018-09-01,94
CP08,I15,LU,2017-10-01,97
CP08,I15,LU,2017-11-01,96
CP08,I15,LU,2017-12-01,96
CP08,I15,LU,2018-01-01,95
CP08,I15,LU,2018-02-01,96
CP08,I15,LU,2018-03-01,96
CP08,I15,LU,2018-04-01,95
CP08,I15,LU,2018-05-01,95
CP08,I15,LU,2018-06-01,94
CP08,I15,LU,2018-07-01,93
CP08,I15,LU,2018-08-01,94
CP08,I15,LU,2018-09-01,93
CP08,I15,LV,2017-10-01,106
CP08,I15,LV,2017-11-01,106
CP08,I15,LV,2017-12-01,106
CP08,I15,LV,2018-01-01,107
CP08,I15,LV,2018-02-01,107
CP08,I15,LV,2018-03-01,107
CP08,I15,LV,2018-04-01,107
CP08,I15,LV,2018-05-01,108
CP08,I15,LV,2018-06-01,108
CP08,I15,LV,2018-07-01,108
CP08,I15,LV,2018-08-01,108
CP08,I15,LV,2018-09-01,108
CP08,I15,MK,2017-10-01,114
CP08,I15,MK,2017-11-01,115
CP08,I15,MK,2017-12-01,115
CP08,I15,MK,2018-01-01,115
CP08,I15,MK,2018-02-01,115
CP08,I15,MK,2018-03-01,116
CP08,I15,MK,2018-04-01,116
CP08,I15,MK,2018-05-01,116
CP08,I15,MK,2018-06-01,115
CP08,I15,MK,2018-07-01,115
CP08,I15,MK,2018-08-01,115
CP08,I15,MK,2018-09-01,115
CP08,I15,MT,2017-10-01,97
CP08,I15,MT,2017-11-01,97
CP08,I15,MT,2017-12-01,97
CP08,I15,MT,2018-01-01,97
CP08,I15,MT,2018-02-01,96
CP08,I15,MT,2018-03-01,96
CP08,I15,MT,2018-04-01,96
CP08,I15,MT,2018-05-01,96
CP08,I15,MT,2018-06-01,95
CP08,I15,MT,2018-07-01,95
CP08,I15,MT,2018-08-01,95
CP08,I15,MT,2018-09-01,96
CP08,I15,NL,2017-10-01,88
CP08,I15,NL,2017-11-01,87
CP08,I15,NL,2017-12-01,85
CP08,I15,NL,2018-01-01,86
CP08,I15,NL,2018-02-01,84
CP08,I15,NL,2018-03-01,84
CP08,I15,NL,2018-04-01,82
CP08,I15,NL,2018-05-01,82
CP08,I15,NL,2018-06-01,82
CP08,I15,NL,2018-07-01,83
CP08,I15,NL,2018-08-01,83
CP08,I15,NL,2018-09-01,83
CP08,I15,NO,2017-10-01,106
CP08,I15,NO,2017-11-01,106
CP08,I15,NO,2017-12-01,105
CP08,I15,NO,2018-01-01,105
CP08,I15,NO,2018-02-01,105
CP08,I15,NO,2018-03-01,105
CP08,I15,NO,2018-04-01,106
CP08,I15,NO,2018-05-01,106
CP08,I15,NO,2018-06-01,106
CP08,I15,NO,2018-07-01,106
CP08,I15,NO,2018-08-01,106
CP08,I15,NO,2018-09-01,106
CP08,I15,PL,2017-10-01,100
CP08,I15,PL,2017-11-01,100
CP08,I15,PL,2017-12-01,100
CP08,I15,PL,2018-01-01,100
CP08,I15,PL,2018-02-01,99
CP08,I15,PL,2018-03-01,99
CP08,I15,PL,2018-04-01,98
CP08,I15,PL,2018-05-01,99
CP08,I15,PL,2018-06-01,99
CP08,I15,PL,2018-07-01,99
CP08,I15,PL,2018-08-01,99
CP08,I15,PL,2018-09-01,97
CP08,I15,PT,2017-10-01,106
CP08,I15,PT,2017-11-01,106
CP08,I15,PT,2017-12-01,105
CP08,I15,PT,2018-01-01,106
CP08,I15,PT,2018-02-01,106
CP08,I15,PT,2018-03-01,106
CP08,I15,PT,2018-04-01,106
CP08,I15,PT,2018-05-01,106
CP08,I15,PT,2018-06-01,106
CP08,I15,PT,2018-07-01,106
CP08,I15,PT,2018-08-01,106
CP08,I15,PT,2018-09-01,106
CP08,I15,RO,2017-10-01,99
CP08,I15,RO,2017-11-01,100
CP08,I15,RO,2017-12-01,100
CP08,I15,RO,2018-01-01,100
CP08,I15,RO,2018-02-01,100
CP08,I15,RO,2018-03-01,100
CP08,I15,RO,2018-04-01,100
CP08,I15,RO,2018-05-01,100
CP08,I15,RO,2018-06-01,100
CP08,I15,RO,2018-07-01,100
CP08,I15,RO,2018-08-01,101
CP08,I15,RO,2018-09-01,101
CP08,I15,RS,2017-10-01,107
CP08,I15,RS,2017-11-01,107
CP08,I15,RS,2017-12-01,107
CP08,I15,RS,2018-01-01,107
CP08,I15,RS,2018-02-01,106
CP08,I15,RS,2018-03-01,106
CP08,I15,RS,2018-04-01,107
CP08,I15,RS,2018-05-01,106
CP08,I15,RS,2018-06-01,106
CP08,I15,RS,2018-07-01,106
CP08,I15,RS,2018-08-01,106
CP08,I15,RS,2018-09-01,106
CP08,I15,SE,2017-10-01,92
CP08,I15,SE,2017-11-01,92
CP08,I15,SE,2017-12-01,92
CP08,I15,SE,2018-01-01,92
CP08,I15,SE,2018-02-01,92
CP08,I15,SE,2018-03-01,92
CP08,I15,SE,2018-04-01,92
CP08,I15,SE,2018-05-01,91
CP08,I15,SE,2018-06-01,91
CP08,I15,SE,2018-07-01,91
CP08,I15,SE,2018-08-01,91
CP08,I15,SE,2018-09-01,90
CP08,I15,SI,2017-10-01,102
CP08,I15,SI,2017-11-01,102
CP08,I15,SI,2017-12-01,102
CP08,I15,SI,2018-01-01,103
CP08,I15,SI,2018-02-01,103
CP08,I15,SI,2018-03-01,104
CP08,I15,SI,2018-04-01,104
CP08,I15,SI,2018-05-01,105
CP08,I15,SI,2018-06-01,105
CP08,I15,SI,2018-07-01,104
CP08,I15,SI,2018-08-01,105
CP08,I15,SI,2018-09-01,104
CP08,I15,SK,2017-10-01,100
CP08,I15,SK,2017-11-01,100
CP08,I15,SK,2017-12-01,100
CP08,I15,SK,2018-01-01,100
CP08,I15,SK,2018-02-01,100
CP08,I15,SK,2018-03-01,100
CP08,I15,SK,2018-04-01,100
CP08,I15,SK,2018-05-01,100
CP08,I15,SK,2018-06-01,98
CP08,I15,SK,2018-07-01,98
CP08,I15,SK,2018-08-01,100
CP08,I15,SK,2018-09-01,100
CP08,I15,TR,2017-10-01,105
CP08,I15,TR,2017-11-01,106
CP08,I15,TR,2017-12-01,105
CP08,I15,TR,2018-01-01,104
CP08,I15,TR,2018-02-01,105
CP08,I15,TR,2018-03-01,105
CP08,I15,TR,2018-04-01,105
CP08,I15,TR,2018-05-01,105
CP08,I15,TR,2018-06-01,110
CP08,I15,TR,2018-07-01,110
CP08,I15,TR,2018-08-01,113
CP08,I15,TR,2018-09-01,114
CP08,I15,UK,2017-10-01,105
CP08,I15,UK,2017-11-01,105
CP08,I15,UK,2017-12-01,104
CP08,I15,UK,2018-01-01,104
CP08,I15,UK,2018-02-01,103
CP08,I15,UK,2018-03-01,103
CP08,I15,UK,2018-04-01,104
CP08,I15,UK,2018-05-01,104
CP08,I15,UK,2018-06-01,105
CP08,I15,UK,2018-07-01,105
CP08,I15,UK,2018-08-01,106
CP08,I15,UK,2018-09-01,
CP08,I15,US,2017-10-01,92
CP08,I15,US,2017-11-01,92
CP08,I15,US,2017-12-01,92
CP08,I15,US,2018-01-01,92
CP08,I15,US,2018-02-01,92
CP08,I15,US,2018-03-01,92
CP08,I15,US,2018-04-01,92
CP08,I15,US,2018-05-01,92
CP08,I15,US,2018-06-01,92
CP08,I15,US,2018-07-01,92
CP08,I15,US,2018-08-01,92
CP08,I15,US,2018-09-01,92
CP08,PCH_M1,AT,2017-10-01,0
CP08,PCH_M1,AT,2017-11-01,0
CP08,PCH_M1,AT,2017-12-01,0
CP08,PCH_M1,AT,2018-01-01,0
CP08,PCH_M1,AT,2018-02-01,0
CP08,PCH_M1,AT,2018-03-01,0
CP08,PCH_M1,AT,2018-04-01,0
CP08,PCH_M1,AT,2018-05-01,0
CP08,PCH_M1,AT,2018-06-01,0
CP08,PCH_M1,AT,2018-07-01,1
CP08,PCH_M1,AT,2018-08-01,0
CP08,PCH_M1,AT,2018-09-01,0
CP08,PCH_M1,BE,2017-10-01,0
CP08,PCH_M1,BE,2017-11-01,0
CP08,PCH_M1,BE,2017-12-01,0
CP08,PCH_M1,BE,2018-01-01,0
CP08,PCH_M1,BE,2018-02-01,0
CP08,PCH_M1,BE,2018-03-01,0
CP08,PCH_M1,BE,2018-04-01,0
CP08,PCH_M1,BE,2018-05-01,0
CP08,PCH_M1,BE,2018-06-01,0
CP08,PCH_M1,BE,2018-07-01,0
CP08,PCH_M1,BE,2018-08-01,0
CP08,PCH_M1,BE,2018-09-01,0
CP08,PCH_M1,BG,2017-10-01,0
CP08,PCH_M1,BG,2017-11-01,0
CP08,PCH_M1,BG,2017-12-01,0
CP08,PCH_M1,BG,2018-01-01,0
CP08,PCH_M1,BG,2018-02-01,1
CP08,PCH_M1,BG,2018-03-01,0
CP08,PCH_M1,BG,2018-04-01,0
CP08,PCH_M1,BG,2018-05-01,0
CP08,PCH_M1,BG,2018-06-01,0
CP08,PCH_M1,BG,2018-07-01,0
CP08,PCH_M1,BG,2018-08-01,0
CP08,PCH_M1,BG,2018-09-01,0
CP08,PCH_M1,CH,2017-10-01,0
CP08,PCH_M1,CH,2017-11-01,0
CP08,PCH_M1,CH,2017-12-01,0
CP08,PCH_M1,CH,2018-01-01,0
CP08,PCH_M1,CH,2018-02-01,0
CP08,PCH_M1,CH,2018-03-01,0
CP08,PCH_M1,CH,2018-04-01,0
CP08,PCH_M1,CH,2018-05-01,0
CP08,PCH_M1,CH,2018-06-01,0
CP08,PCH_M1,CH,2018-07-01,0
CP08,PCH_M1,CH,2018-08-01,0
CP08,PCH_M1,CH,2018-09-01,0
CP08,PCH_M1,CY,2017-10-01,0
CP08,PCH_M1,CY,2017-11-01,0
CP08,PCH_M1,CY,2017-12-01,0
CP08,PCH_M1,CY,2018-01-01,0
CP08,PCH_M1,CY,2018-02-01,0
CP08,PCH_M1,CY,2018-03-01,0
CP08,PCH_M1,CY,2018-04-01,0
CP08,PCH_M1,CY,2018-05-01,0
CP08,PCH_M1,CY,2018-06-01,0
CP08,PCH_M1,CY,2018-07-01,0
CP08,PCH_M1,CY,2018-08-01,0
CP08,PCH_M1,CY,2018-09-01,4
CP08,PCH_M1,CZ,2017-10-01,0
CP08,PCH_M1,CZ,2017-11-01,0
CP08,PCH_M1,CZ,2017-12-01,0
CP08,PCH_M1,CZ,2018-01-01,0
CP08,PCH_M1,CZ,2018-02-01,0
CP08,PCH_M1,CZ,2018-03-01,0
CP08,PCH_M1,CZ,2018-04-01,0
CP08,PCH_M1,CZ,2018-05-01,0
CP08,PCH_M1,CZ,2018-06-01,0
CP08,PCH_M1,CZ,2018-07-01,0
CP08,PCH_M1,CZ,2018-08-01,0
CP08,PCH_M1,CZ,2018-09-01,0
CP08,PCH_M1,DE,2017-10-01,0
CP08,PCH_M1,DE,2017-11-01,0
CP08,PCH_M1,DE,2017-12-01,0
CP08,PCH_M1,DE,2018-01-01,0
CP08,PCH_M1,DE,2018-02-01,0
CP08,PCH_M1,DE,2018-03-01,0
CP08,PCH_M1,DE,2018-04-01,0
CP08,PCH_M1,DE,2018-05-01,0
CP08,PCH_M1,DE,2018-06-01,0
CP08,PCH_M1,DE,2018-07-01,0
CP08,PCH_M1,DE,2018-08-01,0
CP08,PCH_M1,DE,2018-09-01,0
CP08,PCH_M1,DK,2017-10-01,0
CP08,PCH_M1,DK,2017-11-01,0
CP08,PCH_M1,DK,2017-12-01,0
CP08,PCH_M1,DK,2018-01-01,0
CP08,PCH_M1,DK,2018-02-01,0
CP08,PCH_M1,DK,2018-03-01,2
CP08,PCH_M1,DK,2018-04-01,0
CP08,PCH_M1,DK,2018-05-01,0
CP08,PCH_M1,DK,2018-06-01,0
CP08,PCH_M1,DK,2018-07-01,0
CP08,PCH_M1,DK,2018-08-01,0
CP08,PCH_M1,DK,2018-09-01,0
CP08,PCH_M1,EA,2017-10-01,0
CP08,PCH_M1,EA,2017-11-01,0
CP08,PCH_M1,EA,2017-12-01,0
CP08,PCH_M1,EA,2018-01-01,0
CP08,PCH_M1,EA,2018-02-01,0
CP08,PCH_M1,EA,2018-03-01,0
CP08,PCH_M1,EA,2018-04-01,0
CP08,PCH_M1,EA,2018-05-01,0
CP08,PCH_M1,EA,2018-06-01,0
CP08,PCH_M1,EA,2018-07-01,0
CP08,PCH_M1,EA,2018-08-01,0
CP08,PCH_M1,EA,2018-09-01,0
CP08,PCH_M1,EA18,2017-10-01,0
CP08,PCH_M1,EA18,2017-11-01,0
CP08,PCH_M1,EA18,2017-12-01,0
CP08,PCH_M1,EA18,2018-01-01,0
CP08,PCH_M1,EA18,2018-02-01,0
CP08,PCH_M1,EA18,2018-03-01,0
CP08,PCH_M1,EA18,2018-04-01,0
CP08,PCH_M1,EA18,2018-05-01,0
CP08,PCH_M1,EA18,2018-06-01,0
CP08,PCH_M1,EA18,2018-07-01,0
CP08,PCH_M1,EA18,2018-08-01,0
CP08,PCH_M1,EA18,2018-09-01,0
CP08,PCH_M1,EA19,2017-10-01,0
CP08,PCH_M1,EA19,2017-11-01,0
CP08,PCH_M1,EA19,2017-12-01,0
CP08,PCH_M1,EA19,2018-01-01,0
CP08,PCH_M1,EA19,2018-02-01,0
CP08,PCH_M1,EA19,2018-03-01,0
CP08,PCH_M1,EA19,2018-04-01,0
CP08,PCH_M1,EA19,2018-05-01,0
CP08,PCH_M1,EA19,2018-06-01,0
CP08,PCH_M1,EA19,2018-07-01,0
CP08,PCH_M1,EA19,2018-08-01,0
CP08,PCH_M1,EA19,2018-09-01,0
CP08,PCH_M1,EE,2017-10-01,0
CP08,PCH_M1,EE,2017-11-01,0
CP08,PCH_M1,EE,2017-12-01,0
CP08,PCH_M1,EE,2018-01-01,0
CP08,PCH_M1,EE,2018-02-01,0
CP08,PCH_M1,EE,2018-03-01,0
CP08,PCH_M1,EE,2018-04-01,0
CP08,PCH_M1,EE,2018-05-01,2
CP08,PCH_M1,EE,2018-06-01,0
CP08,PCH_M1,EE,2018-07-01,0
CP08,PCH_M1,EE,2018-08-01,0
CP08,PCH_M1,EE,2018-09-01,0
CP08,PCH_M1,EL,2017-10-01,0
CP08,PCH_M1,EL,2017-11-01,0
CP08,PCH_M1,EL,2017-12-01,0
CP08,PCH_M1,EL,2018-01-01,0
CP08,PCH_M1,EL,2018-02-01,0
CP08,PCH_M1,EL,2018-03-01,0
CP08,PCH_M1,EL,2018-04-01,3
CP08,PCH_M1,EL,2018-05-01,0
CP08,PCH_M1,EL,2018-06-01,0
CP08,PCH_M1,EL,2018-07-01,0
CP08,PCH_M1,EL,2018-08-01,1
CP08,PCH_M1,EL,2018-09-01,0
CP08,PCH_M1,ES,2017-10-01,0
CP08,PCH_M1,ES,2017-11-01,0
CP08,PCH_M1,ES,2017-12-01,0
CP08,PCH_M1,ES,2018-01-01,0
CP08,PCH_M1,ES,2018-02-01,1
CP08,PCH_M1,ES,2018-03-01,0
CP08,PCH_M1,ES,2018-04-01,1
CP08,PCH_M1,ES,2018-05-01,0
CP08,PCH_M1,ES,2018-06-01,0
CP08,PCH_M1,ES,2018-07-01,0
CP08,PCH_M1,ES,2018-08-01,0
CP08,PCH_M1,ES,2018-09-01,0
CP08,PCH_M1,EU,2017-10-01,0
CP08,PCH_M1,EU,2017-11-01,0
CP08,PCH_M1,EU,2017-12-01,0
CP08,PCH_M1,EU,2018-01-01,0
CP08,PCH_M1,EU,2018-02-01,0
CP08,PCH_M1,EU,2018-03-01,0
CP08,PCH_M1,EU,2018-04-01,0
CP08,PCH_M1,EU,2018-05-01,0
CP08,PCH_M1,EU,2018-06-01,0
CP08,PCH_M1,EU,2018-07-01,0
CP08,PCH_M1,EU,2018-08-01,0
CP08,PCH_M1,EU,2018-09-01,0
CP08,PCH_M1,EU28,2017-10-01,0
CP08,PCH_M1,EU28,2017-11-01,0
CP08,PCH_M1,EU28,2017-12-01,0
CP08,PCH_M1,EU28,2018-01-01,0
CP08,PCH_M1,EU28,2018-02-01,0
CP08,PCH_M1,EU28,2018-03-01,0
CP08,PCH_M1,EU28,2018-04-01,0
CP08,PCH_M1,EU28,2018-05-01,0
CP08,PCH_M1,EU28,2018-06-01,0
CP08,PCH_M1,EU28,2018-07-01,0
CP08,PCH_M1,EU28,2018-08-01,0
CP08,PCH_M1,EU28,2018-09-01,0
CP08,PCH_M1,FI,2017-10-01,0
CP08,PCH_M1,FI,2017-11-01,0
CP08,PCH_M1,FI,2017-12-01,0
CP08,PCH_M1,FI,2018-01-01,0
CP08,PCH_M1,FI,2018-02-01,0
CP08,PCH_M1,FI,2018-03-01,0
CP08,PCH_M1,FI,2018-04-01,0
CP08,PCH_M1,FI,2018-05-01,0
CP08,PCH_M1,FI,2018-06-01,0
CP08,PCH_M1,FI,2018-07-01,0
CP08,PCH_M1,FI,2018-08-01,0
CP08,PCH_M1,FI,2018-09-01,0
CP08,PCH_M1,FR,2017-10-01,0
CP08,PCH_M1,FR,2017-11-01,0
CP08,PCH_M1,FR,2017-12-01,0
