indic_bt,s_adj,unit,nace_r2,geotime,date,value
TOVT,SCA,I2015_SCA,H50,IT,2018-01-01,99
TOVT,SCA,I2015_SCA,H50,IT,2018-04-01,99
TOVT,SCA,I2015_SCA,H50,LT,2015-07-01,103
TOVT,SCA,I2015_SCA,H50,LT,2015-10-01,90
TOVT,SCA,I2015_SCA,H50,LT,2016-01-01,86
TOVT,SCA,I2015_SCA,H50,LT,2016-04-01,83
TOVT,SCA,I2015_SCA,H50,LT,2016-07-01,83
TOVT,SCA,I2015_SCA,H50,LT,2016-10-01,87
TOVT,SCA,I2015_SCA,H50,LT,2017-01-01,86
TOVT,SCA,I2015_SCA,H50,LT,2017-04-01,85
TOVT,SCA,I2015_SCA,H50,LT,2017-07-01,84
TOVT,SCA,I2015_SCA,H50,LT,2017-10-01,97
TOVT,SCA,I2015_SCA,H50,LT,2018-01-01,99
TOVT,SCA,I2015_SCA,H50,LT,2018-04-01,101
TOVT,SCA,I2015_SCA,H50,LU,2015-07-01,105
TOVT,SCA,I2015_SCA,H50,LU,2015-10-01,100
TOVT,SCA,I2015_SCA,H50,LU,2016-01-01,115
TOVT,SCA,I2015_SCA,H50,LU,2016-04-01,121
TOVT,SCA,I2015_SCA,H50,LU,2016-07-01,95
TOVT,SCA,I2015_SCA,H50,LU,2016-10-01,111
TOVT,SCA,I2015_SCA,H50,LU,2017-01-01,103
TOVT,SCA,I2015_SCA,H50,LU,2017-04-01,122
TOVT,SCA,I2015_SCA,H50,LU,2017-07-01,103
TOVT,SCA,I2015_SCA,H50,LU,2017-10-01,109
TOVT,SCA,I2015_SCA,H50,LU,2018-01-01,94
TOVT,SCA,I2015_SCA,H50,LU,2018-04-01,88
TOVT,SCA,I2015_SCA,H50,LV,2015-07-01,82
TOVT,SCA,I2015_SCA,H50,LV,2015-10-01,82
TOVT,SCA,I2015_SCA,H50,LV,2016-01-01,73
TOVT,SCA,I2015_SCA,H50,LV,2016-04-01,76
TOVT,SCA,I2015_SCA,H50,LV,2016-07-01,74
TOVT,SCA,I2015_SCA,H50,LV,2016-10-01,87
TOVT,SCA,I2015_SCA,H50,LV,2017-01-01,93
TOVT,SCA,I2015_SCA,H50,LV,2017-04-01,111
TOVT,SCA,I2015_SCA,H50,LV,2017-07-01,123
TOVT,SCA,I2015_SCA,H50,LV,2017-10-01,139
TOVT,SCA,I2015_SCA,H50,LV,2018-01-01,125
TOVT,SCA,I2015_SCA,H50,LV,2018-04-01,130
TOVT,SCA,I2015_SCA,H50,ME,2015-07-01,93
TOVT,SCA,I2015_SCA,H50,ME,2015-10-01,62
TOVT,SCA,I2015_SCA,H50,ME,2016-01-01,86
TOVT,SCA,I2015_SCA,H50,ME,2016-04-01,103
TOVT,SCA,I2015_SCA,H50,ME,2016-07-01,97
TOVT,SCA,I2015_SCA,H50,ME,2016-10-01,81
TOVT,SCA,I2015_SCA,H50,ME,2017-01-01,99
TOVT,SCA,I2015_SCA,H50,ME,2017-04-01,112
TOVT,SCA,I2015_SCA,H50,ME,2017-07-01,126
TOVT,SCA,I2015_SCA,H50,ME,2017-10-01,130
TOVT,SCA,I2015_SCA,H50,ME,2018-01-01,124
TOVT,SCA,I2015_SCA,H50,ME,2018-04-01,
TOVT,SCA,I2015_SCA,H50,MT,2015-07-01,109
TOVT,SCA,I2015_SCA,H50,MT,2015-10-01,101
TOVT,SCA,I2015_SCA,H50,MT,2016-01-01,105
TOVT,SCA,I2015_SCA,H50,MT,2016-04-01,114
TOVT,SCA,I2015_SCA,H50,MT,2016-07-01,110
TOVT,SCA,I2015_SCA,H50,MT,2016-10-01,117
TOVT,SCA,I2015_SCA,H50,MT,2017-01-01,121
TOVT,SCA,I2015_SCA,H50,MT,2017-04-01,129
TOVT,SCA,I2015_SCA,H50,MT,2017-07-01,113
TOVT,SCA,I2015_SCA,H50,MT,2017-10-01,109
TOVT,SCA,I2015_SCA,H50,MT,2018-01-01,124
TOVT,SCA,I2015_SCA,H50,MT,2018-04-01,145
TOVT,SCA,I2015_SCA,H50,NL,2015-07-01,101
TOVT,SCA,I2015_SCA,H50,NL,2015-10-01,100
TOVT,SCA,I2015_SCA,H50,NL,2016-01-01,92
TOVT,SCA,I2015_SCA,H50,NL,2016-04-01,92
TOVT,SCA,I2015_SCA,H50,NL,2016-07-01,89
TOVT,SCA,I2015_SCA,H50,NL,2016-10-01,91
TOVT,SCA,I2015_SCA,H50,NL,2017-01-01,97
TOVT,SCA,I2015_SCA,H50,NL,2017-04-01,96
TOVT,SCA,I2015_SCA,H50,NL,2017-07-01,94
TOVT,SCA,I2015_SCA,H50,NL,2017-10-01,93
TOVT,SCA,I2015_SCA,H50,NL,2018-01-01,93
TOVT,SCA,I2015_SCA,H50,NL,2018-04-01,95
TOVT,SCA,I2015_SCA,H50,NO,2015-07-01,99
TOVT,SCA,I2015_SCA,H50,NO,2015-10-01,100
TOVT,SCA,I2015_SCA,H50,NO,2016-01-01,92
TOVT,SCA,I2015_SCA,H50,NO,2016-04-01,86
TOVT,SCA,I2015_SCA,H50,NO,2016-07-01,82
TOVT,SCA,I2015_SCA,H50,NO,2016-10-01,80
TOVT,SCA,I2015_SCA,H50,NO,2017-01-01,79
TOVT,SCA,I2015_SCA,H50,NO,2017-04-01,82
TOVT,SCA,I2015_SCA,H50,NO,2017-07-01,80
TOVT,SCA,I2015_SCA,H50,NO,2017-10-01,82
TOVT,SCA,I2015_SCA,H50,NO,2018-01-01,80
TOVT,SCA,I2015_SCA,H50,NO,2018-04-01,85
TOVT,SCA,I2015_SCA,H50,PL,2015-07-01,99
TOVT,SCA,I2015_SCA,H50,PL,2015-10-01,94
TOVT,SCA,I2015_SCA,H50,PL,2016-01-01,90
TOVT,SCA,I2015_SCA,H50,PL,2016-04-01,85
TOVT,SCA,I2015_SCA,H50,PL,2016-07-01,92
TOVT,SCA,I2015_SCA,H50,PL,2016-10-01,102
TOVT,SCA,I2015_SCA,H50,PL,2017-01-01,99
TOVT,SCA,I2015_SCA,H50,PL,2017-04-01,104
TOVT,SCA,I2015_SCA,H50,PL,2017-07-01,91
TOVT,SCA,I2015_SCA,H50,PL,2017-10-01,88
TOVT,SCA,I2015_SCA,H50,PL,2018-01-01,104
TOVT,SCA,I2015_SCA,H50,PL,2018-04-01,105
TOVT,SCA,I2015_SCA,H50,PT,2015-07-01,102
TOVT,SCA,I2015_SCA,H50,PT,2015-10-01,94
TOVT,SCA,I2015_SCA,H50,PT,2016-01-01,93
TOVT,SCA,I2015_SCA,H50,PT,2016-04-01,90
TOVT,SCA,I2015_SCA,H50,PT,2016-07-01,86
TOVT,SCA,I2015_SCA,H50,PT,2016-10-01,88
TOVT,SCA,I2015_SCA,H50,PT,2017-01-01,87
TOVT,SCA,I2015_SCA,H50,PT,2017-04-01,93
TOVT,SCA,I2015_SCA,H50,PT,2017-07-01,87
TOVT,SCA,I2015_SCA,H50,PT,2017-10-01,86
TOVT,SCA,I2015_SCA,H50,PT,2018-01-01,87
TOVT,SCA,I2015_SCA,H50,PT,2018-04-01,97
TOVT,SCA,I2015_SCA,H50,RO,2015-07-01,98
TOVT,SCA,I2015_SCA,H50,RO,2015-10-01,100
TOVT,SCA,I2015_SCA,H50,RO,2016-01-01,104
TOVT,SCA,I2015_SCA,H50,RO,2016-04-01,109
TOVT,SCA,I2015_SCA,H50,RO,2016-07-01,120
TOVT,SCA,I2015_SCA,H50,RO,2016-10-01,125
TOVT,SCA,I2015_SCA,H50,RO,2017-01-01,81
TOVT,SCA,I2015_SCA,H50,RO,2017-04-01,112
TOVT,SCA,I2015_SCA,H50,RO,2017-07-01,120
TOVT,SCA,I2015_SCA,H50,RO,2017-10-01,116
TOVT,SCA,I2015_SCA,H50,RO,2018-01-01,110
TOVT,SCA,I2015_SCA,H50,RO,2018-04-01,125
TOVT,SCA,I2015_SCA,H50,RS,2015-07-01,90
TOVT,SCA,I2015_SCA,H50,RS,2015-10-01,83
TOVT,SCA,I2015_SCA,H50,RS,2016-01-01,98
TOVT,SCA,I2015_SCA,H50,RS,2016-04-01,108
TOVT,SCA,I2015_SCA,H50,RS,2016-07-01,114
TOVT,SCA,I2015_SCA,H50,RS,2016-10-01,104
TOVT,SCA,I2015_SCA,H50,RS,2017-01-01,116
TOVT,SCA,I2015_SCA,H50,RS,2017-04-01,114
TOVT,SCA,I2015_SCA,H50,RS,2017-07-01,117
TOVT,SCA,I2015_SCA,H50,RS,2017-10-01,122
TOVT,SCA,I2015_SCA,H50,RS,2018-01-01,101
TOVT,SCA,I2015_SCA,H50,RS,2018-04-01,
TOVT,SCA,I2015_SCA,H50,SE,2015-07-01,95
TOVT,SCA,I2015_SCA,H50,SE,2015-10-01,103
TOVT,SCA,I2015_SCA,H50,SE,2016-01-01,102
TOVT,SCA,I2015_SCA,H50,SE,2016-04-01,99
TOVT,SCA,I2015_SCA,H50,SE,2016-07-01,98
TOVT,SCA,I2015_SCA,H50,SE,2016-10-01,96
TOVT,SCA,I2015_SCA,H50,SE,2017-01-01,95
TOVT,SCA,I2015_SCA,H50,SE,2017-04-01,101
TOVT,SCA,I2015_SCA,H50,SE,2017-07-01,99
TOVT,SCA,I2015_SCA,H50,SE,2017-10-01,97
TOVT,SCA,I2015_SCA,H50,SE,2018-01-01,102
TOVT,SCA,I2015_SCA,H50,SE,2018-04-01,102
TOVT,SCA,I2015_SCA,H50,SI,2015-07-01,
TOVT,SCA,I2015_SCA,H50,SI,2015-10-01,
TOVT,SCA,I2015_SCA,H50,SI,2016-01-01,
TOVT,SCA,I2015_SCA,H50,SI,2016-04-01,
TOVT,SCA,I2015_SCA,H50,SI,2016-07-01,
TOVT,SCA,I2015_SCA,H50,SI,2016-10-01,
TOVT,SCA,I2015_SCA,H50,SI,2017-01-01,
TOVT,SCA,I2015_SCA,H50,SI,2017-04-01,
TOVT,SCA,I2015_SCA,H50,SI,2017-07-01,
TOVT,SCA,I2015_SCA,H50,SI,2017-10-01,
TOVT,SCA,I2015_SCA,H50,SI,2018-01-01,
TOVT,SCA,I2015_SCA,H50,SI,2018-04-01,
TOVT,SCA,I2015_SCA,H50,SK,2015-07-01,68
TOVT,SCA,I2015_SCA,H50,SK,2015-10-01,82
TOVT,SCA,I2015_SCA,H50,SK,2016-01-01,113
TOVT,SCA,I2015_SCA,H50,SK,2016-04-01,169
TOVT,SCA,I2015_SCA,H50,SK,2016-07-01,101
TOVT,SCA,I2015_SCA,H50,SK,2016-10-01,168
TOVT,SCA,I2015_SCA,H50,SK,2017-01-01,117
TOVT,SCA,I2015_SCA,H50,SK,2017-04-01,105
TOVT,SCA,I2015_SCA,H50,SK,2017-07-01,104
TOVT,SCA,I2015_SCA,H50,SK,2017-10-01,79
TOVT,SCA,I2015_SCA,H50,SK,2018-01-01,85
TOVT,SCA,I2015_SCA,H50,SK,2018-04-01,79
TOVT,SCA,I2015_SCA,H50,TR,2015-07-01,104
TOVT,SCA,I2015_SCA,H50,TR,2015-10-01,102
TOVT,SCA,I2015_SCA,H50,TR,2016-01-01,99
TOVT,SCA,I2015_SCA,H50,TR,2016-04-01,99
TOVT,SCA,I2015_SCA,H50,TR,2016-07-01,97
TOVT,SCA,I2015_SCA,H50,TR,2016-10-01,108
TOVT,SCA,I2015_SCA,H50,TR,2017-01-01,126
TOVT,SCA,I2015_SCA,H50,TR,2017-04-01,125
TOVT,SCA,I2015_SCA,H50,TR,2017-07-01,128
TOVT,SCA,I2015_SCA,H50,TR,2017-10-01,140
TOVT,SCA,I2015_SCA,H50,TR,2018-01-01,144
TOVT,SCA,I2015_SCA,H50,TR,2018-04-01,165
TOVT,SCA,I2015_SCA,H50,UK,2015-07-01,99
TOVT,SCA,I2015_SCA,H50,UK,2015-10-01,90
TOVT,SCA,I2015_SCA,H50,UK,2016-01-01,89
TOVT,SCA,I2015_SCA,H50,UK,2016-04-01,92
TOVT,SCA,I2015_SCA,H50,UK,2016-07-01,95
TOVT,SCA,I2015_SCA,H50,UK,2016-10-01,91
TOVT,SCA,I2015_SCA,H50,UK,2017-01-01,87
TOVT,SCA,I2015_SCA,H50,UK,2017-04-01,88
TOVT,SCA,I2015_SCA,H50,UK,2017-07-01,86
TOVT,SCA,I2015_SCA,H50,UK,2017-10-01,86
TOVT,SCA,I2015_SCA,H50,UK,2018-01-01,85
TOVT,SCA,I2015_SCA,H50,UK,2018-04-01,89
TOVT,SCA,I2015_SCA,H51,AT,2015-07-01,100
TOVT,SCA,I2015_SCA,H51,AT,2015-10-01,101
TOVT,SCA,I2015_SCA,H51,AT,2016-01-01,101
TOVT,SCA,I2015_SCA,H51,AT,2016-04-01,98
TOVT,SCA,I2015_SCA,H51,AT,2016-07-01,105
TOVT,SCA,I2015_SCA,H51,AT,2016-10-01,97
TOVT,SCA,I2015_SCA,H51,AT,2017-01-01,100
TOVT,SCA,I2015_SCA,H51,AT,2017-04-01,101
TOVT,SCA,I2015_SCA,H51,AT,2017-07-01,99
TOVT,SCA,I2015_SCA,H51,AT,2017-10-01,106
TOVT,SCA,I2015_SCA,H51,AT,2018-01-01,104
TOVT,SCA,I2015_SCA,H51,AT,2018-04-01,103
TOVT,SCA,I2015_SCA,H51,BE,2015-07-01,101
TOVT,SCA,I2015_SCA,H51,BE,2015-10-01,100
TOVT,SCA,I2015_SCA,H51,BE,2016-01-01,97
TOVT,SCA,I2015_SCA,H51,BE,2016-04-01,91
TOVT,SCA,I2015_SCA,H51,BE,2016-07-01,83
TOVT,SCA,I2015_SCA,H51,BE,2016-10-01,95
TOVT,SCA,I2015_SCA,H51,BE,2017-01-01,92
TOVT,SCA,I2015_SCA,H51,BE,2017-04-01,93
TOVT,SCA,I2015_SCA,H51,BE,2017-07-01,100
TOVT,SCA,I2015_SCA,H51,BE,2017-10-01,95
TOVT,SCA,I2015_SCA,H51,BE,2018-01-01,102
TOVT,SCA,I2015_SCA,H51,BE,2018-04-01,106
TOVT,SCA,I2015_SCA,H51,BG,2015-07-01,97
TOVT,SCA,I2015_SCA,H51,BG,2015-10-01,100
TOVT,SCA,I2015_SCA,H51,BG,2016-01-01,104
TOVT,SCA,I2015_SCA,H51,BG,2016-04-01,94
TOVT,SCA,I2015_SCA,H51,BG,2016-07-01,96
TOVT,SCA,I2015_SCA,H51,BG,2016-10-01,95
TOVT,SCA,I2015_SCA,H51,BG,2017-01-01,84
TOVT,SCA,I2015_SCA,H51,BG,2017-04-01,90
TOVT,SCA,I2015_SCA,H51,BG,2017-07-01,91
TOVT,SCA,I2015_SCA,H51,BG,2017-10-01,86
TOVT,SCA,I2015_SCA,H51,BG,2018-01-01,91
TOVT,SCA,I2015_SCA,H51,BG,2018-04-01,100
TOVT,SCA,I2015_SCA,H51,CY,2015-07-01,0
TOVT,SCA,I2015_SCA,H51,CY,2015-10-01,0
TOVT,SCA,I2015_SCA,H51,CY,2016-01-01,112
TOVT,SCA,I2015_SCA,H51,CY,2016-04-01,82
TOVT,SCA,I2015_SCA,H51,CY,2016-07-01,158
TOVT,SCA,I2015_SCA,H51,CY,2016-10-01,375
TOVT,SCA,I2015_SCA,H51,CY,2017-01-01,579
TOVT,SCA,I2015_SCA,H51,CY,2017-04-01,722
TOVT,SCA,I2015_SCA,H51,CY,2017-07-01,1011
TOVT,SCA,I2015_SCA,H51,CY,2017-10-01,1094
TOVT,SCA,I2015_SCA,H51,CY,2018-01-01,1235
TOVT,SCA,I2015_SCA,H51,CY,2018-04-01,1466
TOVT,SCA,I2015_SCA,H51,CZ,2015-07-01,97
TOVT,SCA,I2015_SCA,H51,CZ,2015-10-01,107
TOVT,SCA,I2015_SCA,H51,CZ,2016-01-01,100
TOVT,SCA,I2015_SCA,H51,CZ,2016-04-01,97
TOVT,SCA,I2015_SCA,H51,CZ,2016-07-01,103
TOVT,SCA,I2015_SCA,H51,CZ,2016-10-01,104
TOVT,SCA,I2015_SCA,H51,CZ,2017-01-01,109
TOVT,SCA,I2015_SCA,H51,CZ,2017-04-01,112
TOVT,SCA,I2015_SCA,H51,CZ,2017-07-01,110
TOVT,SCA,I2015_SCA,H51,CZ,2017-10-01,112
TOVT,SCA,I2015_SCA,H51,CZ,2018-01-01,110
TOVT,SCA,I2015_SCA,H51,CZ,2018-04-01,116
TOVT,SCA,I2015_SCA,H51,DE,2015-07-01,102
TOVT,SCA,I2015_SCA,H51,DE,2015-10-01,99
TOVT,SCA,I2015_SCA,H51,DE,2016-01-01,100
TOVT,SCA,I2015_SCA,H51,DE,2016-04-01,96
TOVT,SCA,I2015_SCA,H51,DE,2016-07-01,95
TOVT,SCA,I2015_SCA,H51,DE,2016-10-01,108
TOVT,SCA,I2015_SCA,H51,DE,2017-01-01,104
TOVT,SCA,I2015_SCA,H51,DE,2017-04-01,117
TOVT,SCA,I2015_SCA,H51,DE,2017-07-01,117
TOVT,SCA,I2015_SCA,H51,DE,2017-10-01,113
TOVT,SCA,I2015_SCA,H51,DE,2018-01-01,111
TOVT,SCA,I2015_SCA,H51,DE,2018-04-01,104
TOVT,SCA,I2015_SCA,H51,DK,2015-07-01,99
TOVT,SCA,I2015_SCA,H51,DK,2015-10-01,101
TOVT,SCA,I2015_SCA,H51,DK,2016-01-01,98
TOVT,SCA,I2015_SCA,H51,DK,2016-04-01,93
TOVT,SCA,I2015_SCA,H51,DK,2016-07-01,100
TOVT,SCA,I2015_SCA,H51,DK,2016-10-01,105
TOVT,SCA,I2015_SCA,H51,DK,2017-01-01,120
TOVT,SCA,I2015_SCA,H51,DK,2017-04-01,119
TOVT,SCA,I2015_SCA,H51,DK,2017-07-01,115
TOVT,SCA,I2015_SCA,H51,DK,2017-10-01,115
TOVT,SCA,I2015_SCA,H51,DK,2018-01-01,117
TOVT,SCA,I2015_SCA,H51,DK,2018-04-01,124
TOVT,SCA,I2015_SCA,H51,EA19,2015-07-01,101
TOVT,SCA,I2015_SCA,H51,EA19,2015-10-01,99
TOVT,SCA,I2015_SCA,H51,EA19,2016-01-01,100
TOVT,SCA,I2015_SCA,H51,EA19,2016-04-01,98
TOVT,SCA,I2015_SCA,H51,EA19,2016-07-01,97
TOVT,SCA,I2015_SCA,H51,EA19,2016-10-01,102
TOVT,SCA,I2015_SCA,H51,EA19,2017-01-01,102
TOVT,SCA,I2015_SCA,H51,EA19,2017-04-01,107
TOVT,SCA,I2015_SCA,H51,EA19,2017-07-01,108
TOVT,SCA,I2015_SCA,H51,EA19,2017-10-01,108
TOVT,SCA,I2015_SCA,H51,EA19,2018-01-01,110
TOVT,SCA,I2015_SCA,H51,EA19,2018-04-01,110
TOVT,SCA,I2015_SCA,H51,EE,2015-07-01,97
TOVT,SCA,I2015_SCA,H51,EE,2015-10-01,79
TOVT,SCA,I2015_SCA,H51,EE,2016-01-01,62
TOVT,SCA,I2015_SCA,H51,EE,2016-04-01,68
TOVT,SCA,I2015_SCA,H51,EE,2016-07-01,79
TOVT,SCA,I2015_SCA,H51,EE,2016-10-01,78
TOVT,SCA,I2015_SCA,H51,EE,2017-01-01,113
TOVT,SCA,I2015_SCA,H51,EE,2017-04-01,126
TOVT,SCA,I2015_SCA,H51,EE,2017-07-01,161
TOVT,SCA,I2015_SCA,H51,EE,2017-10-01,213
TOVT,SCA,I2015_SCA,H51,EE,2018-01-01,166
TOVT,SCA,I2015_SCA,H51,EE,2018-04-01,169
TOVT,SCA,I2015_SCA,H51,EL,2015-07-01,100
TOVT,SCA,I2015_SCA,H51,EL,2015-10-01,101
TOVT,SCA,I2015_SCA,H51,EL,2016-01-01,102
TOVT,SCA,I2015_SCA,H51,EL,2016-04-01,99
TOVT,SCA,I2015_SCA,H51,EL,2016-07-01,105
TOVT,SCA,I2015_SCA,H51,EL,2016-10-01,107
TOVT,SCA,I2015_SCA,H51,EL,2017-01-01,107
TOVT,SCA,I2015_SCA,H51,EL,2017-04-01,114
TOVT,SCA,I2015_SCA,H51,EL,2017-07-01,114
TOVT,SCA,I2015_SCA,H51,EL,2017-10-01,
TOVT,SCA,I2015_SCA,H51,EL,2018-01-01,113
TOVT,SCA,I2015_SCA,H51,EL,2018-04-01,110
TOVT,SCA,I2015_SCA,H51,ES,2015-07-01,102
TOVT,SCA,I2015_SCA,H51,ES,2015-10-01,100
TOVT,SCA,I2015_SCA,H51,ES,2016-01-01,102
TOVT,SCA,I2015_SCA,H51,ES,2016-04-01,101
TOVT,SCA,I2015_SCA,H51,ES,2016-07-01,102
TOVT,SCA,I2015_SCA,H51,ES,2016-10-01,105
TOVT,SCA,I2015_SCA,H51,ES,2017-01-01,106
TOVT,SCA,I2015_SCA,H51,ES,2017-04-01,109
TOVT,SCA,I2015_SCA,H51,ES,2017-07-01,112
TOVT,SCA,I2015_SCA,H51,ES,2017-10-01,113
TOVT,SCA,I2015_SCA,H51,ES,2018-01-01,116
TOVT,SCA,I2015_SCA,H51,ES,2018-04-01,119
TOVT,SCA,I2015_SCA,H51,EU28,2015-07-01,101
TOVT,SCA,I2015_SCA,H51,EU28,2015-10-01,101
TOVT,SCA,I2015_SCA,H51,EU28,2016-01-01,101
TOVT,SCA,I2015_SCA,H51,EU28,2016-04-01,99
TOVT,SCA,I2015_SCA,H51,EU28,2016-07-01,101
TOVT,SCA,I2015_SCA,H51,EU28,2016-10-01,104
TOVT,SCA,I2015_SCA,H51,EU28,2017-01-01,105
TOVT,SCA,I2015_SCA,H51,EU28,2017-04-01,109
TOVT,SCA,I2015_SCA,H51,EU28,2017-07-01,110
TOVT,SCA,I2015_SCA,H51,EU28,2017-10-01,111
TOVT,SCA,I2015_SCA,H51,EU28,2018-01-01,112
TOVT,SCA,I2015_SCA,H51,EU28,2018-04-01,115
TOVT,SCA,I2015_SCA,H51,FI,2015-07-01,
TOVT,SCA,I2015_SCA,H51,FI,2015-10-01,
TOVT,SCA,I2015_SCA,H51,FI,2016-01-01,
TOVT,SCA,I2015_SCA,H51,FI,2016-04-01,
TOVT,SCA,I2015_SCA,H51,FI,2016-07-01,
TOVT,SCA,I2015_SCA,H51,FI,2016-10-01,
TOVT,SCA,I2015_SCA,H51,FI,2017-01-01,
TOVT,SCA,I2015_SCA,H51,FI,2017-04-01,
TOVT,SCA,I2015_SCA,H51,FI,2017-07-01,
TOVT,SCA,I2015_SCA,H51,FI,2017-10-01,
TOVT,SCA,I2015_SCA,H51,FI,2018-01-01,
TOVT,SCA,I2015_SCA,H51,FI,2018-04-01,
TOVT,SCA,I2015_SCA,H51,FR,2015-07-01,101
TOVT,SCA,I2015_SCA,H51,FR,2015-10-01,97
TOVT,SCA,I2015_SCA,H51,FR,2016-01-01,101
TOVT,SCA,I2015_SCA,H51,FR,2016-04-01,95
TOVT,SCA,I2015_SCA,H51,FR,2016-07-01,95
TOVT,SCA,I2015_SCA,H51,FR,2016-10-01,99
TOVT,SCA,I2015_SCA,H51,FR,2017-01-01,97
TOVT,SCA,I2015_SCA,H51,FR,2017-04-01,99
TOVT,SCA,I2015_SCA,H51,FR,2017-07-01,99
TOVT,SCA,I2015_SCA,H51,FR,2017-10-01,96
TOVT,SCA,I2015_SCA,H51,FR,2018-01-01,99
TOVT,SCA,I2015_SCA,H51,FR,2018-04-01,102
TOVT,SCA,I2015_SCA,H51,HR,2015-07-01,
TOVT,SCA,I2015_SCA,H51,HR,2015-10-01,
TOVT,SCA,I2015_SCA,H51,HR,2016-01-01,
TOVT,SCA,I2015_SCA,H51,HR,2016-04-01,
TOVT,SCA,I2015_SCA,H51,HR,2016-07-01,
TOVT,SCA,I2015_SCA,H51,HR,2016-10-01,
TOVT,SCA,I2015_SCA,H51,HR,2017-01-01,
TOVT,SCA,I2015_SCA,H51,HR,2017-04-01,
TOVT,SCA,I2015_SCA,H51,HR,2017-07-01,
TOVT,SCA,I2015_SCA,H51,HR,2017-10-01,
TOVT,SCA,I2015_SCA,H51,HR,2018-01-01,
TOVT,SCA,I2015_SCA,H51,HR,2018-04-01,
TOVT,SCA,I2015_SCA,H51,HU,2015-07-01,104
TOVT,SCA,I2015_SCA,H51,HU,2015-10-01,107
TOVT,SCA,I2015_SCA,H51,HU,2016-01-01,111
TOVT,SCA,I2015_SCA,H51,HU,2016-04-01,107
TOVT,SCA,I2015_SCA,H51,HU,2016-07-01,113
TOVT,SCA,I2015_SCA,H51,HU,2016-10-01,115
TOVT,SCA,I2015_SCA,H51,HU,2017-01-01,120
TOVT,SCA,I2015_SCA,H51,HU,2017-04-01,131
TOVT,SCA,I2015_SCA,H51,HU,2017-07-01,134
TOVT,SCA,I2015_SCA,H51,HU,2017-10-01,143
TOVT,SCA,I2015_SCA,H51,HU,2018-01-01,
TOVT,SCA,I2015_SCA,H51,HU,2018-04-01,
TOVT,SCA,I2015_SCA,H51,IE,2015-07-01,
TOVT,SCA,I2015_SCA,H51,IE,2015-10-01,
TOVT,SCA,I2015_SCA,H51,IE,2016-01-01,
TOVT,SCA,I2015_SCA,H51,IE,2016-04-01,
TOVT,SCA,I2015_SCA,H51,IE,2016-07-01,
TOVT,SCA,I2015_SCA,H51,IE,2016-10-01,
TOVT,SCA,I2015_SCA,H51,IE,2017-01-01,
TOVT,SCA,I2015_SCA,H51,IE,2017-04-01,
TOVT,SCA,I2015_SCA,H51,IE,2017-07-01,
TOVT,SCA,I2015_SCA,H51,IE,2017-10-01,
TOVT,SCA,I2015_SCA,H51,IE,2018-01-01,
TOVT,SCA,I2015_SCA,H51,IE,2018-04-01,
TOVT,SCA,I2015_SCA,H51,IT,2015-07-01,99
TOVT,SCA,I2015_SCA,H51,IT,2015-10-01,97
TOVT,SCA,I2015_SCA,H51,IT,2016-01-01,95
TOVT,SCA,I2015_SCA,H51,IT,2016-04-01,96
TOVT,SCA,I2015_SCA,H51,IT,2016-07-01,94
TOVT,SCA,I2015_SCA,H51,IT,2016-10-01,96
TOVT,SCA,I2015_SCA,H51,IT,2017-01-01,99
TOVT,SCA,I2015_SCA,H51,IT,2017-04-01,101
TOVT,SCA,I2015_SCA,H51,IT,2017-07-01,102
TOVT,SCA,I2015_SCA,H51,IT,2017-10-01,104
TOVT,SCA,I2015_SCA,H51,IT,2018-01-01,104
TOVT,SCA,I2015_SCA,H51,IT,2018-04-01,105
TOVT,SCA,I2015_SCA,H51,LT,2015-07-01,99
TOVT,SCA,I2015_SCA,H51,LT,2015-10-01,107
TOVT,SCA,I2015_SCA,H51,LT,2016-01-01,102
TOVT,SCA,I2015_SCA,H51,LT,2016-04-01,98
TOVT,SCA,I2015_SCA,H51,LT,2016-07-01,111
TOVT,SCA,I2015_SCA,H51,LT,2016-10-01,108
TOVT,SCA,I2015_SCA,H51,LT,2017-01-01,122
TOVT,SCA,I2015_SCA,H51,LT,2017-04-01,140
TOVT,SCA,I2015_SCA,H51,LT,2017-07-01,151
TOVT,SCA,I2015_SCA,H51,LT,2017-10-01,147
TOVT,SCA,I2015_SCA,H51,LT,2018-01-01,162
TOVT,SCA,I2015_SCA,H51,LT,2018-04-01,183
TOVT,SCA,I2015_SCA,H51,LU,2015-07-01,95
TOVT,SCA,I2015_SCA,H51,LU,2015-10-01,103
TOVT,SCA,I2015_SCA,H51,LU,2016-01-01,86
TOVT,SCA,I2015_SCA,H51,LU,2016-04-01,96
TOVT,SCA,I2015_SCA,H51,LU,2016-07-01,95
TOVT,SCA,I2015_SCA,H51,LU,2016-10-01,102
TOVT,SCA,I2015_SCA,H51,LU,2017-01-01,103
TOVT,SCA,I2015_SCA,H51,LU,2017-04-01,103
TOVT,SCA,I2015_SCA,H51,LU,2017-07-01,113
TOVT,SCA,I2015_SCA,H51,LU,2017-10-01,126
TOVT,SCA,I2015_SCA,H51,LU,2018-01-01,121
TOVT,SCA,I2015_SCA,H51,LU,2018-04-01,123
TOVT,SCA,I2015_SCA,H51,LV,2015-07-01,
TOVT,SCA,I2015_SCA,H51,LV,2015-10-01,
TOVT,SCA,I2015_SCA,H51,LV,2016-01-01,
